City,CityType,Year,Population,BirthsRate,DeathsRate,town,Median_household_income,CRIMENU
Manchester,LargeTown,2015,58007,1.34,0.83,77,63158,1678
Mansfield,LargeTown,2010,26546,0.37,0.45,78,65839,186
Mansfield,LargeTown,2011,26524,0.36,0.35,78,70208,205
Mansfield,LargeTown,2012,25648,0.3,0.39,78,67615,295
Mansfield,LargeTown,2013,25774,0.34,0.38,78,66143,229
Mansfield,LargeTown,2014,25977,0.29,0.34,78,84113,166
Mansfield,LargeTown,2015,26043,0.33,0.39,78,60263,143
Marlborough,Town,2010,6406,0.72,0.8,79,108232,72
Marlborough,Town,2011,6410,0.5,0.59,79,112665,34
Marlborough,Town,2012,6433,0.73,0.85,79,110718,34
Marlborough,Town,2013,6431,0.64,0.79,79,110694,29
Marlborough,Town,2014,6430,0.76,0.86,79,115765,22
Marlborough,Town,2015,6430,0.67,0.64,79,108698,25
Meriden,LargeTown,2010,60866,1.29,0.77,80,53873,1981
Meriden,LargeTown,2011,60770,1.3,0.9,80,53722,1865
Meriden,LargeTown,2012,60638,1.29,0.9,80,53831,2034
Meriden,LargeTown,2013,60456,1.26,0.81,80,52590,1678
Meriden,LargeTown,2014,60293,1.23,0.89,80,66365,1595
Meriden,LargeTown,2015,59988,1.21,0.95,80,54588,1637
Middlebury,Town,2010,7575,0.81,0.84,81,100866,99
Middlebury,Town,2011,7563,0.73,0.81,81,99679,85
Middlebury,Town,2012,7572,0.71,0.79,81,97996,74
Middlebury,Town,2013,7571,0.7,0.77,81,96181,69
Middlebury,Town,2014,7591,0.8,0.91,81,113127,60
Middlebury,Town,2015,7634,0.67,1.11,81,97756,65
Middlefield,Town,2010,4423,0.75,0.72,82,80392,46
Middlefield,Town,2011,4436,0.72,0.77,82,81638,36
Middlefield,Town,2012,4416,0.41,0.72,82,87463,21
Middlefield,Town,2013,4425,0.77,0.99,82,96765,35
Middlefield,Town,2014,4424,0.63,0.75,82,108560,24
Middlefield,Town,2015,4407,0.7,0.98,82,102426,32
Middletown,LargeTown,2010,47636,1.13,0.83,83,57655,1202
Middletown,LargeTown,2011,47749,1.1,0.85,83,59966,1101
Middletown,LargeTown,2012,47325,1.17,0.88,83,60542,972
Middletown,LargeTown,2013,47333,1.14,0.93,83,59994,885
Middletown,LargeTown,2014,47043,1.11,0.85,83,81172,940
Middletown,LargeTown,2015,46756,1.06,0.92,83,63691,790
Milford,LargeTown,2010,52757,0.89,0.98,84,76973,1683
Milford,LargeTown,2011,52675,0.91,0.93,84,79828,1788
Milford,LargeTown,2012,52981,0.83,0.91,84,79531,1632
Milford,LargeTown,2013,53137,0.8,0.91,84,80460,1597
Milford,LargeTown,2014,53358,0.9,0.99,84,99259,1422
Milford,LargeTown,2015,53592,0.79,0.94,84,80247,1385
Monroe,Town,2010,19512,0.71,0.63,85,109727,143
Monroe,Town,2011,19675,0.71,0.62,85,108478,188
Monroe,Town,2012,19794,0.65,0.67,85,112605,162
Monroe,Town,2013,19834,0.77,0.75,85,103589,169
Monroe,Town,2014,19867,0.74,0.57,85,143010,163
Monroe,Town,2015,19833,0.72,0.61,85,110558,126
Montville,Town,2010,19568,0.84,0.73,86,65349,129
Montville,Town,2011,19533,0.9,0.65,86,67734,148
Montville,Town,2012,19686,0.89,0.89,86,67262,243
Montville,Town,2013,19713,0.74,0.82,86,68298,210
Montville,Town,2014,19635,0.8,0.89,86,79960,170
Montville,Town,2015,19396,0.96,0.87,86,70036,141
Morris,Town,2010,2387,0.92,1.09,87,81583,14
Morris,Town,2011,2373,0.63,1.1,87,87974,17
Morris,Town,2012,2356,0.68,0.51,87,89688,17
Morris,Town,2013,2345,0.6,0.72,87,83958,12
Morris,Town,2014,2314,0.65,0.99,87,95470,14
Morris,Town,2015,2293,0.44,1.09,87,83750,19
Naugatuck,LargeTown,2010,31861,1.1,0.78,88,59393,665
Naugatuck,LargeTown,2011,31810,1.19,0.81,88,63414,643
Naugatuck,LargeTown,2012,31774,1.13,0.79,88,62574,662
Naugatuck,LargeTown,2013,31707,1.15,0.83,88,59056,806
Naugatuck,LargeTown,2014,31659,1.09,0.76,88,77141,644
Naugatuck,LargeTown,2015,31538,1.06,0.93,88,58078,590
New Britain,LargeTown,2010,73215,1.51,0.92,89,39706,3360
New Britain,LargeTown,2011,73261,1.36,0.89,89,39838,3295
New Britain,LargeTown,2012,73153,1.43,0.91,89,39898,3234
New Britain,LargeTown,2013,72939,1.41,0.92,89,40294,2525
New Britain,LargeTown,2014,72878,1.36,0.89,89,52689,2439
New Britain,LargeTown,2015,72808,1.43,0.92,89,40457,2366
New Canaan,Town,2010,19770,0.72,0.6,90,179338,138
New Canaan,Town,2011,19938,0.87,0.61,90,191750,113
New Canaan,LargeTown,2012,20110,0.71,0.51,90,167037,136
New Canaan,LargeTown,2013,20194,0.72,0.52,90,161848,127
New Canaan,LargeTown,2014,20314,0.7,0.58,90,300285,131
New Canaan,LargeTown,2015,20387,0.66,0.62,90,168311,149
New Fairfield,Town,2010,13905,0.84,0.48,91,101067,70
New Fairfield,Town,2011,14020,0.73,0.53,91,102159,48
New Fairfield,Town,2012,14112,0.71,0.55,91,98209,34
New Fairfield,Town,2013,14145,0.6,0.57,91,103100,45
New Fairfield,Town,2014,14149,0.62,0.57,91,123933,36
New Fairfield,Town,2015,14126,0.67,0.59,91,101273,21
New Hartford,Town,2010,6963,0.89,0.62,92,80718,40
New Hartford,Town,2011,6929,0.75,0.59,92,84297,49
New Hartford,Town,2012,6903,0.72,0.75,92,85598,61
New Hartford,Town,2013,6886,0.64,0.46,92,86354,52
New Hartford,Town,2014,6812,0.69,0.65,92,96074,61
New Hartford,Town,2015,6764,0.55,0.68,92,87596,31
New Haven,City,2010,129774,1.54,0.67,93,38963,9278
New Haven,City,2011,129585,1.49,0.65,93,39094,8295
New Haven,City,2012,130741,1.46,0.63,93,38482,8500
New Haven,City,2013,130660,1.44,0.65,93,37428,7769
New Haven,City,2014,130282,1.4,0.63,93,57862,6553
New Haven,City,2015,130322,1.34,0.62,93,37192,6496
Newington,LargeTown,2010,30565,0.81,0.96,94,43551,1195
Newington,LargeTown,2011,30586,0.96,1.05,94,45509,1143
Newington,LargeTown,2012,30602,0.82,0.9,94,44106,1130
Newington,LargeTown,2013,30756,0.79,0.96,94,43307,1086
Newington,LargeTown,2014,30685,0.94,0.96,94,54529,1013
Newington,LargeTown,2015,30604,0.86,1.05,94,36250,795
New London,LargeTown,2010,27617,1.23,0.76,95,84824,418
New London,LargeTown,2011,27569,1.39,0.74,95,84818,606
New London,LargeTown,2012,27707,1.22,0.82,95,84110,429
New London,LargeTown,2013,27545,1.39,0.8,95,80792,384
New London,LargeTown,2014,27374,1.26,0.78,95,99314,401
New London,LargeTown,2015,27179,1.23,0.82,95,78343,403
New Milford,LargeTown,2010,28115,0.85,0.67,96,69085,846
New Milford,LargeTown,2011,27972,0.97,0.65,96,71817,779
New Milford,LargeTown,2012,27835,0.86,0.68,96,75237,812
New Milford,LargeTown,2013,27767,0.92,0.75,96,77368,748
New Milford,LargeTown,2014,27474,0.86,0.72,96,87593,770
New Milford,LargeTown,2015,27276,0.92,0.74,96,79960,890
Newtown,LargeTown,2010,27606,0.72,0.57,97,108148,225
Newtown,LargeTown,2011,27829,0.61,0.62,97,114695,209
Newtown,LargeTown,2012,28042,0.6,0.78,97,116024,196
Newtown,LargeTown,2013,28113,0.59,0.63,97,109159,129
Newtown,LargeTown,2014,28152,0.62,0.63,97,139282,188
Newtown,LargeTown,2015,28022,0.71,0.68,97,111022,166
Norfolk,Town,2010,1707,0.59,0.41,98,85526,14
Norfolk,Town,2011,1698,0.41,0.77,98,82250,18
Norfolk,Town,2012,1685,0.36,0.71,98,78214,13
Norfolk,Town,2013,1678,0.72,0.77,98,71538,23
Norfolk,Town,2014,1655,0.3,0.91,98,101838,10
Norfolk,Town,2015,1643,0.55,1.22,98,72875,9
North Branford,Town,2010,14407,0.72,0.9,99,80618,288
North Branford,Town,2011,14383,0.71,1.03,99,78720,249
North Branford,Town,2012,14379,0.7,0.95,99,82460,207
North Branford,Town,2013,14353,0.59,0.96,99,84783,177
North Branford,Town,2014,14322,0.75,0.94,99,105592,195
North Branford,Town,2015,14263,0.73,0.98,99,84697,185
North Canaan,Town,2010,3311,0.88,1.45,100,46417,43
North Canaan,Town,2011,3295,0.82,2.09,100,45139,25
North Canaan,Town,2012,3259,0.83,1.9,100,45992,41
North Canaan,Town,2013,3241,0.59,1.82,100,49746,43
North Canaan,Town,2014,3214,0.59,1.71,100,67267,41
North Canaan,Town,2015,3194,0.94,1.94,100,69231,35
North Haven,LargeTown,2010,24091,0.66,0.93,101,83588,621
North Haven,LargeTown,2011,24054,0.78,0.88,101,81789,650
North Haven,LargeTown,2012,24033,0.75,0.95,101,83089,590
North Haven,LargeTown,2013,23939,0.73,1.09,101,86250,491
North Haven,LargeTown,2014,23909,0.77,0.92,101,104286,577
North Haven,LargeTown,2015,23828,0.79,1.05,101,86340,673
North Stoningto,Town,2010,5295,0.77,0.83,102,88869,68
North Stoningto,Town,2011,5287,0.91,0.78,102,81905,73
North Stoningto,Town,2012,5303,0.85,0.68,102,81434,73
North Stoningto,Town,2013,5291,0.76,0.95,102,82900,58
North Stoningto,Town,2014,5288,0.93,0.74,102,91390,60
North Stoningto,Town,2015,5256,0.57,0.7,102,75954,25
Norwalk,LargeTown,2010,85746,1.4,0.65,103,76161,2230
Norwalk,LargeTown,2011,86460,1.39,0.63,103,76384,2255
Norwalk,LargeTown,2012,87190,1.35,0.6,103,75446,1987
Norwalk,LargeTown,2013,87776,1.31,0.62,103,74728,1969
Norwalk,LargeTown,2014,88145,1.3,0.6,103,104797,1866
Norwalk,LargeTown,2015,88485,1.3,0.64,103,76987,1872
Norwich,LargeTown,2010,40488,1.2,0.85,104,52186,1115
Norwich,LargeTown,2011,40408,1.34,0.95,104,51225,989
Norwich,LargeTown,2012,40502,1.29,0.9,104,51304,1062
Norwich,LargeTown,2013,40347,1.22,0.92,104,48597,1132
Norwich,LargeTown,2014,40178,1.26,0.86,104,65335,1001
Norwich,LargeTown,2015,39899,1.28,0.89,104,50078,752
Old Lyme,Town,2010,7603,0.64,1.07,105,92024,53
Old Lyme,Town,2011,7587,0.49,0.88,105,93682,48
Old Lyme,Town,2012,7592,0.67,0.76,105,92175,45
Old Lyme,Town,2013,7592,0.38,0.83,105,87416,52
Old Lyme,Town,2014,7575,0.34,0.77,105,116484,33
Old Lyme,Town,2015,7521,0.47,1.01,105,87025,53
Old Saybrook,Town,2010,10238,0.63,1.5,106,79985,311
Old Saybrook,Town,2011,10265,0.61,1.39,106,80347,178
Old Saybrook,Town,2012,10238,0.58,1.27,106,78227,176
Old Saybrook,Town,2013,10246,0.46,1.5,106,75549,120
Old Saybrook,Town,2014,10217,0.64,1.34,106,105355,169
Old Saybrook,Town,2015,10160,0.28,1.26,106,71796,124
Orange,Town,2010,13956,0.58,0.98,107,102255,401
Orange,Town,2011,13933,0.7,0.95,107,104335,412
Orange,Town,2012,13935,0.68,0.88,107,106372,383
Orange,Town,2013,13953,0.73,1.05,107,106942,339
Orange,Town,2014,13955,0.74,1.02,107,138942,364
Orange,Town,2015,13944,0.7,0.83,107,107047,398
Oxford,Town,2010,12682,0.82,0.6,108,107500,93
Oxford,Town,2011,12662,0.81,0.58,108,111122,68
Oxford,Town,2012,12819,0.69,0.75,108,107308,80
Oxford,Town,2013,12874,0.69,0.55,108,102167,60
Oxford,Town,2014,12914,0.66,0.6,108,117567,54
Oxford,Town,2015,13013,0.76,0.64,108,97296,73
Plainfield,Town,2010,15410,0.99,0.82,109,61500,62
Plainfield,Town,2011,15369,1.11,0.88,109,61058,57
Plainfield,Town,2012,15267,1.08,0.87,109,62775,135
Plainfield,Town,2013,15228,1.04,0.91,109,62708,149
Plainfield,Town,2014,15135,0.97,0.95,109,69431,142
Plainfield,Town,2015,15077,1.01,0.85,109,60673,110
Plainville,Town,2010,17718,0.85,0.94,110,63447,650
Plainville,Town,2011,17730,1.07,0.98,110,61489,605
Plainville,Town,2012,17819,0.92,0.91,110,61766,709
Plainville,Town,2013,17820,0.93,0.91,110,60630,529
Plainville,Town,2014,17801,0.8,0.85,110,70796,516
Plainville,Town,2015,17773,0.87,0.88,110,58500,509
Plymouth,Town,2010,12232,1.02,0.78,111,71630,286
Plymouth,Town,2011,12169,0.87,0.82,111,74317,171
Plymouth,Town,2012,12089,0.83,0.98,111,73603,218
Plymouth,Town,2013,12047,0.75,0.92,111,70273,213
Plymouth,Town,2014,11914,0.65,0.83,111,78037,179
Plymouth,Town,2015,11813,0.87,0.91,111,70167,195
Pomfret,Town,2010,4249,1.04,0.66,112,68278,37
Pomfret,Town,2011,4236,0.52,0.68,112,77422,21
Pomfret,Town,2012,4217,0.55,0.59,112,82661,23
Pomfret,Town,2013,4198,0.57,0.55,112,84918,50
Pomfret,Town,2014,4179,0.72,0.74,112,115309,23
Pomfret,Town,2015,4163,0.43,0.6,112,91053,14
Portland,Town,2010,9506,0.92,0.81,113,86661,83
Portland,Town,2011,9530,0.72,1.11,113,93438,89
Portland,Town,2012,9472,1.06,0.79,113,92344,86
Portland,Town,2013,9456,0.68,0.99,113,88693,53
Portland,Town,2014,9444,1.06,0.88,113,102054,66
Portland,Town,2015,9391,0.79,0.84,113,90417,75
Preston,Town,2010,4725,0.83,0.78,114,77377,59
Preston,Town,2011,4716,0.53,0.93,114,78250,37
Preston,Town,2012,4753,0.82,0.95,114,76296,39
Preston,Town,2013,4755,0.72,0.61,114,74141,56
Preston,Town,2014,4748,0.74,0.76,114,80884,32
Preston,Town,2015,4707,0.66,1.08,114,69275,32
Prospect,Town,2010,9404,0.68,0.88,115,86526,79
Prospect,Town,2011,9390,0.68,0.83,115,93631,70
Prospect,Town,2012,9642,0.8,0.86,115,95325,69
Prospect,Town,2013,9671,0.71,0.64,115,98151,106
Prospect,Town,2014,9723,0.79,0.96,115,109505,80
Prospect,Town,2015,9739,0.69,1.11,115,102397,92
Putnam,Town,2010,9587,1.07,1.07,116,51180,264
Putnam,Town,2011,9562,1.04,1.19,116,51171,259
Putnam,Town,2012,9491,1.35,0.98,116,46440,273
Putnam,Town,2013,9465,1.26,0.97,116,46627,247
Putnam,Town,2014,9416,1.01,1.06,116,58240,261
Putnam,Town,2015,9372,1.15,1.2,116,51621,190
Redding,Town,2010,9173,0.58,0.85,117,130557,75
Redding,Town,2011,9250,0.63,0.81,117,113697,62
Redding,Town,2012,9299,0.47,0.88,117,120223,59
Redding,Town,2013,9312,0.43,0.95,117,119112,47
Redding,Town,2014,9309,0.6,0.83,117,157283,45
Redding,Town,2015,9293,0.62,0.82,117,121270,64
Ridgefield,LargeTown,2010,24679,0.68,0.51,118,132907,90
Ridgefield,LargeTown,2011,24885,0.69,0.54,118,145000,69
Ridgefield,LargeTown,2012,25045,0.61,0.71,118,148104,89
Ridgefield,LargeTown,2013,25164,0.7,0.65,118,147993,76
Ridgefield,LargeTown,2014,25205,0.56,0.62,118,212297,66
Ridgefield,LargeTown,2015,25244,0.61,0.61,118,145902,108
Rocky Hill,Town,2010,19712,0.95,0.97,119,72417,300
Rocky Hill,Town,2011,19723,0.97,1.23,119,75582,272
Rocky Hill,Town,2012,19729,0.93,1.22,119,76128,279
Rocky Hill,Town,2013,19915,0.9,0.96,119,77560,307
Rocky Hill,LargeTown,2014,20094,1.07,1.18,119,102829,379
Rocky Hill,LargeTown,2015,20021,0.98,1.08,119,81576,353
Roxbury,Town,2010,2259,0.62,0.66,120,97768,11
Roxbury,Town,2011,2249,0.71,0.93,120,98833,19
Roxbury,Town,2012,2237,0.31,0.72,120,97031,18
Roxbury,Town,2013,2229,0.45,0.58,120,90250,13
Roxbury,Town,2014,2201,0.36,0.59,120,144745,12
Roxbury,Town,2015,2187,0.5,0.59,120,96875,13
Salem,Town,2010,4151,0.82,0.55,121,95000,43
Salem,Town,2011,4142,0.65,0.48,121,97424,24
Salem,Town,2012,4188,0.88,0.64,121,100375,44
Salem,Town,2013,4201,0.6,0.5,121,100625,28
Salem,Town,2014,4184,1.1,0.33,121,118023,30
Salem,Town,2015,4183,0.81,0.41,121,105326,19
Salisbury,Town,2010,3738,0.62,1.63,122,63587,45
Salisbury,Town,2011,3720,0.59,1.4,122,70250,31
Salisbury,Town,2012,3701,0.46,1.38,122,65625,32
Salisbury,Town,2013,3693,0.49,1.19,122,68094,36
Salisbury,Town,2014,3665,0.57,1.8,122,136004,30
Salisbury,Town,2015,3638,0.66,1.32,122,82794,14
Scotland,Town,2010,1727,1.04,0.46,123,75417,13
Scotland,Town,2011,1722,0.75,0.58,123,77143,12
Scotland,Town,2012,1710,0.88,0.23,123,77634,15
Scotland,Town,2013,1699,1,0.82,123,78250,19
Scotland,Town,2014,1694,0.59,0.3,123,85110,8
Scotland,Town,2015,1686,0.83,0.47,123,79896,10
Seymour,Town,2010,16540,0.8,0.98,124,71719,209
Seymour,Town,2011,16514,0.9,0.96,124,75482,251
Seymour,Town,2012,16561,0.88,0.91,124,73099,177
Seymour,Town,2013,16571,1.03,1.01,124,75426,246
Seymour,Town,2014,16537,0.89,0.89,124,88492,173
Seymour,Town,2015,16475,1.1,1.05,124,76991,175
Sharon,Town,2010,2780,0.47,1.62,125,70104,33
Sharon,Town,2011,2766,0.51,1.34,125,73661,19
Sharon,Town,2012,2747,0.47,1.27,125,76117,21
Sharon,Town,2013,2743,0.47,1.02,125,74083,18
Sharon,Town,2014,2725,0.48,1.47,125,117157,18
Sharon,Town,2015,2706,0.22,1.22,125,74625,11
Shelton,LargeTown,2010,39626,0.81,0.9,126,80656,521
Shelton,LargeTown,2011,39954,0.84,0.96,126,83128,552
Shelton,LargeTown,2012,40261,0.76,1.03,126,83755,457
Shelton,LargeTown,2013,40999,0.84,0.95,126,86138,464
Shelton,LargeTown,2014,41295,0.78,1.02,126,106649,414
Shelton,LargeTown,2015,41296,0.77,0.95,126,86870,456
Sherman,Town,2010,3586,0.56,0.47,127,115417,23
Sherman,Town,2011,3618,0.41,0.47,127,120458,19
Sherman,Town,2012,3648,0.49,0.58,127,118750,19
Sherman,Town,2013,3670,0.38,0.54,127,112344,3
Sherman,Town,2014,3671,0.41,0.79,127,159155,10
Sherman,Town,2015,3668,0.55,0.71,127,108398,7
Simsbury,LargeTown,2010,23514,0.71,0.78,128,113224,188
Simsbury,LargeTown,2011,23528,0.75,0.82,128,116554,189
Simsbury,LargeTown,2012,23620,0.69,0.69,128,117577,192
Simsbury,LargeTown,2013,23824,0.7,0.66,128,115000,166
Simsbury,LargeTown,2014,23975,0.75,0.76,128,146756,176
Simsbury,LargeTown,2015,24348,0.8,0.79,128,113355,139
Somers,Town,2010,11448,0.55,0.68,129,98977,107
Somers,Town,2011,11433,0.46,0.63,129,100573,68
Somers,Town,2012,11451,0.52,0.56,129,100100,54
Somers,Town,2013,11320,0.43,0.5,129,98846,44
Somers,Town,2014,11303,0.58,0.69,129,109664,45
Somers,Town,2015,11432,0.52,0.67,129,95605,38
Southbury,Town,2010,19903,0.56,1.36,130,88350,412
Southbury,Town,2011,19873,0.55,1.38,130,92513,442
Southbury,Town,2012,19877,0.49,1.36,130,91519,381
Southbury,Town,2013,19859,0.51,1.64,130,90499,400
Southbury,Town,2014,19881,0.44,1.64,130,117942,360
Southbury,Town,2015,19675,0.47,1.74,130,97389,301
Southington,LargeTown,2010,43074,0.81,0.88,131,68041,219
Southington,LargeTown,2011,43103,0.8,0.99,131,72177,203
Southington,LargeTown,2012,43434,0.74,0.83,131,67195,182
Southington,LargeTown,2013,43661,0.76,0.92,131,73341,185
Southington,LargeTown,2014,43815,0.83,1,131,105257,174
Southington,LargeTown,2015,43817,0.87,0.95,131,84058,187
South Windsor,LargeTown,2010,25713,0.86,0.75,132,77673,762
South Windsor,LargeTown,2011,25729,0.72,0.88,132,77112,801
South Windsor,LargeTown,2012,25835,0.85,0.81,132,78668,783
South Windsor,LargeTown,2013,25846,0.79,0.81,132,80029,836
South Windsor,LargeTown,2014,25823,0.77,0.85,132,97633,859
South Windsor,LargeTown,2015,25789,0.81,0.85,132,82704,765
Sprague,Town,2010,2983,0.87,0.74,133,68241,33
Sprague,Town,2011,2978,1.01,0.94,133,63155,35
Sprague,Town,2012,2988,1.14,0.7,133,67415,36
Sprague,Town,2013,2979,1.17,0.44,133,66622,33
Sprague,Town,2014,2980,1.11,0.54,133,72752,28
Sprague,Town,2015,2951,1.25,0.81,133,64063,23
Stafford,Town,2010,12092,0.9,0.93,134,64494,82
Stafford,Town,2011,12072,0.91,0.88,134,65570,95
Stafford,Town,2012,11987,0.79,0.92,134,63672,88
Stafford,Town,2013,11928,0.7,0.83,134,61959,76
Stafford,Town,2014,11881,0.88,0.81,134,73805,69
Stafford,Town,2015,11837,0.92,0.93,134,62371,56
Stamford,City,2010,122848,1.57,0.67,135,75579,2330
Stamford,City,2011,123868,1.43,0.65,135,78201,2390
Stamford,City,2012,125109,1.46,0.62,135,76797,2283
Stamford,City,2013,126456,1.46,0.59,135,76779,2279
Stamford,City,2014,128278,1.44,0.62,135,120782,2369
Stamford,City,2015,128874,1.45,0.64,135,79359,2180
Sterling,Town,2010,3832,1.15,0.57,136,64500,40
Sterling,Town,2011,3820,0.92,0.68,136,75000,37
Sterling,Town,2012,3799,0.92,0.47,136,67794,40
Sterling,Town,2013,3780,0.93,0.4,136,68833,31
Sterling,Town,2014,3773,0.85,0.48,136,81959,22
Sterling,Town,2015,3764,0.82,0.69,136,72220,19
Stonington,Town,2010,18543,0.61,1.3,137,72445,274
Stonington,Town,2011,18506,0.76,1.33,137,75972,330
Stonington,Town,2012,18556,0.65,1.53,137,80666,347
Stonington,Town,2013,18541,0.59,1.44,137,81026,413
Stonington,Town,2014,18512,0.83,1.56,137,103315,339
Stonington,Town,2015,18370,0.61,1.54,137,77295,288
Stratford,LargeTown,2010,51470,1.03,0.96,138,67530,1494
Stratford,LargeTown,2011,51901,1.07,1.05,138,67761,1711
Stratford,LargeTown,2012,52077,0.99,1.02,138,67375,1524
Stratford,LargeTown,2013,52112,1.01,1.1,138,66361,1504
Stratford,LargeTown,2014,52734,0.93,0.96,138,85900,1380
Stratford,LargeTown,2015,52609,0.95,1.08,138,66886,1300
Suffield,Town,2010,15739,0.54,0.85,139,90023,124
Suffield,Town,2011,15747,0.58,0.81,139,89802,102
Suffield,Town,2012,15868,0.47,0.77,139,92019,154
Suffield,Town,2013,15788,0.73,0.97,139,92737,110
Suffield,Town,2014,15814,0.7,0.97,139,122711,85
Suffield,Town,2015,15662,0.68,0.84,139,99707,100
Thomaston,Town,2010,7880,0.91,0.75,140,63990,136
Thomaston,Town,2011,7838,0.75,0.73,140,64982,135
Thomaston,Town,2012,7788,0.69,0.96,140,67426,143
Thomaston,Town,2013,7761,0.72,0.88,140,76692,114
Thomaston,Town,2014,7683,0.79,0.85,140,83023,90
Thomaston,Town,2015,7621,0.76,0.93,140,67191,82
Thompson,Town,2010,9462,0.78,0.88,141,60951,76
Thompson,Town,2011,9435,0.9,0.78,141,61517,105
Thompson,Town,2012,9373,0.91,0.83,141,63385,76
Thompson,Town,2013,9354,0.86,0.94,141,64974,71
Thompson,Town,2014,9308,0.76,0.99,141,78655,70
Thompson,Town,2015,9290,0.81,0.86,141,69924,73
Tolland,Town,2010,15057,0.66,0.66,142,99764,60
Tolland,Town,2011,15031,0.61,0.65,142,102370,58
Tolland,Town,2012,14964,0.78,0.55,142,103358,89
Tolland,Town,2013,14915,0.63,0.64,142,103869,68
Tolland,Town,2014,14872,0.68,0.65,142,124946,69
Tolland,Town,2015,14849,0.7,0.73,142,110593,48
Torrington,LargeTown,2010,36350,1.11,1.08,143,48409,922
Torrington,LargeTown,2011,36167,1.05,1.12,143,48742,826
Torrington,LargeTown,2012,35808,1.04,1.16,143,50548,919
Torrington,LargeTown,2013,35611,1.02,1.26,143,51951,915
Torrington,LargeTown,2014,35190,1.03,1.25,143,66585,681
Torrington,LargeTown,2015,34906,1.05,1.15,143,56264,725
Trumbull,LargeTown,2010,36077,0.79,0.99,144,102059,720
Trumbull,LargeTown,2011,36376,0.68,0.97,144,106058,714
Trumbull,LargeTown,2012,36514,0.74,0.99,144,108667,549
Trumbull,LargeTown,2013,36571,0.78,0.94,144,108854,560
Trumbull,LargeTown,2014,36578,0.87,1.04,144,132033,629
Trumbull,LargeTown,2015,36628,0.88,1.05,144,111312,884
Union,,2010,853,0.59,1.06,145,79911,4
Union,,2011,853,1.17,0.35,145,84028,7
Union,,2012,852,0.35,0.82,145,83500,4
Union,,2013,848,0.71,0.94,145,83850,4
Union,,2014,846,0.59,0.35,145,101318,5
Union,,2015,843,0.24,0.95,145,95865,4
Vernon,LargeTown,2010,29188,1.28,0.92,146,61103,304
Vernon,LargeTown,2011,29139,1.16,0.97,146,62115,343
Vernon,LargeTown,2012,29122,1.21,0.87,146,61848,361
Vernon,LargeTown,2013,29161,1.13,1.03,146,61038,313
Vernon,LargeTown,2014,29098,1.25,1,146,76981,367
Vernon,LargeTown,2015,28959,1.14,0.92,146,59961,393
Voluntown,Town,2010,2602,0.81,0.77,147,73980,25
Voluntown,Town,2011,2597,1.12,0.73,147,76208,27
Voluntown,Town,2012,2611,0.84,0.57,147,74032,23
Voluntown,Town,2013,2611,0.65,0.61,147,75938,17
Voluntown,Town,2014,2593,0.54,0.66,147,80966,14
Voluntown,Town,2015,2579,0.85,0.74,147,76012,14
Wallingford,LargeTown,2010,45133,0.86,1.01,148,71317,816
Wallingford,LargeTown,2011,45062,0.93,1.08,148,72540,889
Wallingford,LargeTown,2012,45179,0.79,1.02,148,75467,930
Wallingford,LargeTown,2013,45141,0.86,1.12,148,75346,651
Wallingford,LargeTown,2014,45074,0.8,1.16,148,93590,641
Wallingford,LargeTown,2015,44893,0.87,1.19,148,74060,649
Warren,Town,2010,1460,0.27,0.41,149,87857,6
Warren,Town,2011,1453,0.76,0.62,149,97794,3
Warren,Town,2012,1447,0.55,0.35,149,96250,17
Warren,Town,2013,1447,0.35,1.11,149,100972,6
Warren,Town,2014,1427,0.56,0.98,149,128371,11
Warren,Town,2015,1417,0.35,0.78,149,90865,2
Washington,Town,2010,3574,0.76,0.7,150,67417,38
Washington,Town,2011,3557,0.59,0.62,150,70068,30
Washington,Town,2012,3534,0.42,0.71,150,75865,27
Washington,Town,2013,3526,0.54,1.19,150,80160,20
Washington,Town,2014,3487,0.54,0.66,150,125437,15
Washington,Town,2015,3466,0.66,0.63,150,81354,21
Waterbury,City,2010,110360,1.4,0.88,151,40254,5012
Waterbury,City,2011,110189,1.43,0.9,151,41499,4930
Waterbury,City,2012,109915,1.38,0.91,151,40867,5041
Waterbury,City,2013,109676,1.46,0.86,151,40639,5046
Waterbury,City,2014,109307,1.41,0.88,151,53533,4999
Waterbury,City,2015,108802,1.48,0.93,151,40467,4991
Waterford,Town,2010,19515,0.81,1.07,152,69810,552
Waterford,Town,2011,19477,0.69,1.1,152,72036,542
Waterford,Town,2012,19533,0.73,1.23,152,75270,562
Waterford,Town,2013,19505,0.71,1.22,152,73156,553
Waterford,Town,2014,19427,0.6,1.34,152,95327,482
Waterford,Town,2015,19281,0.69,1.23,152,75956,468
Watertown,LargeTown,2010,22492,0.8,0.86,153,77771,437
Watertown,LargeTown,2011,22377,0.76,0.75,153,81203,483
Watertown,LargeTown,2012,22261,0.73,0.92,153,80899,549
Watertown,LargeTown,2013,22228,0.75,0.99,153,80067,489
Watertown,LargeTown,2014,22046,0.84,1.08,153,95588,518
Watertown,LargeTown,2015,21911,0.78,0.99,153,78722,479
Westbrook,Town,2010,6937,0.58,0.65,154,78530,1527
Westbrook,Town,2011,6954,0.78,0.78,154,80061,1587
Westbrook,Town,2012,6914,0.62,0.88,154,81588,1743
