Town,Year,Crime Type,Measure_Type,Value
Lebanon,2011,Total Property Crime,"Rate (per 100,000)",743.5
Lebanon,2011,Aggravated Assault,Number,1
Lebanon,2011,Aggravated Assault,"Rate (per 100,000)",13.8
Lebanon,2011,Murder,Number,0
Lebanon,2011,Murder,"Rate (per 100,000)",0
Lebanon,2011,Rape,Number,0
Lebanon,2011,Rape,"Rate (per 100,000)",0
Lebanon,2011,Robbery,Number,0
Lebanon,2011,Robbery,"Rate (per 100,000)",0
Lebanon,2011,Burglary,Number,31
Lebanon,2011,Burglary,"Rate (per 100,000)",426.8
Lebanon,2011,Larceny,Number,22
Lebanon,2011,Larceny,"Rate (per 100,000)",302.9
Lebanon,2011,Motor Vehicle Theft,Number,1
Lebanon,2011,Motor Vehicle Theft,"Rate (per 100,000)",13.8
Lebanon,2011,Arson,Number,0
Lebanon,2011,Arson,"Rate (per 100,000)",0
Lebanon,2012,Total Crime,Number,42
Lebanon,2012,Total Crime,"Rate (per 100,000)",576.7
Lebanon,2012,Total Violent Crime,Number,4
Lebanon,2012,Total Violent Crime,"Rate (per 100,000)",54.9
Lebanon,2012,Total Property Crime,Number,38
Lebanon,2012,Total Property Crime,"Rate (per 100,000)",521.8
Lebanon,2012,Aggravated Assault,Number,3
Lebanon,2012,Aggravated Assault,"Rate (per 100,000)",41.2
Lebanon,2012,Murder,Number,0
Lebanon,2012,Murder,"Rate (per 100,000)",0
Lebanon,2012,Rape,Number,1
Lebanon,2012,Rape,"Rate (per 100,000)",13.7
Lebanon,2012,Robbery,Number,0
Lebanon,2012,Robbery,"Rate (per 100,000)",0
Lebanon,2012,Burglary,Number,18
Lebanon,2012,Burglary,"Rate (per 100,000)",247.2
Lebanon,2012,Larceny,Number,19
Lebanon,2012,Larceny,"Rate (per 100,000)",260.9
Lebanon,2012,Motor Vehicle Theft,Number,1
Lebanon,2012,Motor Vehicle Theft,"Rate (per 100,000)",13.7
Lebanon,2012,Arson,Number,1
Lebanon,2012,Arson,"Rate (per 100,000)",13.7
Lebanon,2013,Total Crime,Number,40
Lebanon,2013,Total Crime,"Rate (per 100,000)",548.5
Lebanon,2013,Total Violent Crime,Number,1
Lebanon,2013,Total Violent Crime,"Rate (per 100,000)",13.7
Lebanon,2013,Total Property Crime,Number,39
Lebanon,2013,Total Property Crime,"Rate (per 100,000)",534.8
Lebanon,2013,Aggravated Assault,Number,0
Lebanon,2013,Aggravated Assault,"Rate (per 100,000)",0
Lebanon,2013,Murder,Number,0
Lebanon,2013,Murder,"Rate (per 100,000)",0
Lebanon,2013,Rape,Number,1
Lebanon,2013,Rape,"Rate (per 100,000)",13.7
Lebanon,2013,Robbery,Number,0
Lebanon,2013,Robbery,"Rate (per 100,000)",0
Lebanon,2013,Burglary,Number,22
Lebanon,2013,Burglary,"Rate (per 100,000)",301.7
Lebanon,2013,Larceny,Number,15
Lebanon,2013,Larceny,"Rate (per 100,000)",205.7
Lebanon,2013,Motor Vehicle Theft,Number,2
Lebanon,2013,Motor Vehicle Theft,"Rate (per 100,000)",27.4
Lebanon,2013,Arson,Number,0
Lebanon,2013,Arson,"Rate (per 100,000)",0
Lebanon,2014,Total Crime,Number,36
Lebanon,2014,Total Crime,"Rate (per 100,000)",494
Lebanon,2014,Total Violent Crime,Number,4
Lebanon,2014,Total Violent Crime,"Rate (per 100,000)",54.9
Lebanon,2014,Total Property Crime,Number,32
Lebanon,2014,Total Property Crime,"Rate (per 100,000)",439.1
Lebanon,2014,Aggravated Assault,Number,2
Lebanon,2014,Aggravated Assault,"Rate (per 100,000)",27.4
Lebanon,2014,Murder,Number,0
Lebanon,2014,Murder,"Rate (per 100,000)",0
Lebanon,2014,Rape,Number,2
Lebanon,2014,Rape,"Rate (per 100,000)",27.4
Lebanon,2014,Robbery,Number,0
Lebanon,2014,Robbery,"Rate (per 100,000)",0
Lebanon,2014,Burglary,Number,11
Lebanon,2014,Burglary,"Rate (per 100,000)",151
Lebanon,2014,Larceny,Number,17
Lebanon,2014,Larceny,"Rate (per 100,000)",233.3
Lebanon,2014,Motor Vehicle Theft,Number,4
Lebanon,2014,Motor Vehicle Theft,"Rate (per 100,000)",54.9
Lebanon,2014,Arson,Number,0
Lebanon,2014,Arson,"Rate (per 100,000)",0
Lebanon,2015,Total Crime,Number,43
Lebanon,2015,Total Crime,"Rate (per 100,000)",590.7
Lebanon,2015,Total Violent Crime,Number,4
Lebanon,2015,Total Violent Crime,"Rate (per 100,000)",55
Lebanon,2015,Total Property Crime,Number,39
Lebanon,2015,Total Property Crime,"Rate (per 100,000)",535.8
Lebanon,2015,Aggravated Assault,Number,3
Lebanon,2015,Aggravated Assault,"Rate (per 100,000)",41.2
Lebanon,2015,Murder,Number,1
Lebanon,2015,Murder,"Rate (per 100,000)",13.7
Lebanon,2015,Rape,Number,0
Lebanon,2015,Rape,"Rate (per 100,000)",0
Lebanon,2015,Robbery,Number,0
Lebanon,2015,Robbery,"Rate (per 100,000)",0
Lebanon,2015,Burglary,Number,17
Lebanon,2015,Burglary,"Rate (per 100,000)",233.5
Lebanon,2015,Larceny,Number,18
Lebanon,2015,Larceny,"Rate (per 100,000)",247.3
Lebanon,2015,Motor Vehicle Theft,Number,4
Lebanon,2015,Motor Vehicle Theft,"Rate (per 100,000)",55
Lebanon,2015,Arson,Number,0
Lebanon,2015,Arson,"Rate (per 100,000)",0
Lebanon,2016,Total Crime,Number,40
Lebanon,2016,Total Crime,"Rate (per 100,000)",550.8
Lebanon,2016,Total Violent Crime,Number,0
Lebanon,2016,Total Violent Crime,"Rate (per 100,000)",0
Lebanon,2016,Total Property Crime,Number,40
Lebanon,2016,Total Property Crime,"Rate (per 100,000)",550.8
Lebanon,2016,Aggravated Assault,Number,0
Lebanon,2016,Aggravated Assault,"Rate (per 100,000)",0
Lebanon,2016,Murder,Number,0
Lebanon,2016,Murder,"Rate (per 100,000)",0
Lebanon,2016,Rape,Number,0
Lebanon,2016,Rape,"Rate (per 100,000)",0
Lebanon,2016,Robbery,Number,0
Lebanon,2016,Robbery,"Rate (per 100,000)",0
Lebanon,2016,Burglary,Number,13
Lebanon,2016,Burglary,"Rate (per 100,000)",179
Lebanon,2016,Larceny,Number,21
Lebanon,2016,Larceny,"Rate (per 100,000)",289.2
Lebanon,2016,Motor Vehicle Theft,Number,6
Lebanon,2016,Motor Vehicle Theft,"Rate (per 100,000)",82.6
Lebanon,2016,Arson,Number,0
Lebanon,2016,Arson,"Rate (per 100,000)",0
Lebanon,2017,Total Crime,Number,25
Lebanon,2017,Total Crime,"Rate (per 100,000)",343.8
Lebanon,2017,Total Violent Crime,Number,2
Lebanon,2017,Total Violent Crime,"Rate (per 100,000)",27.5
Lebanon,2017,Total Property Crime,Number,23
Lebanon,2017,Total Property Crime,"Rate (per 100,000)",316.3
Lebanon,2017,Aggravated Assault,Number,0
Lebanon,2017,Aggravated Assault,"Rate (per 100,000)",0
Lebanon,2017,Murder,Number,1
Lebanon,2017,Murder,"Rate (per 100,000)",13.8
Lebanon,2017,Rape,Number,0
Lebanon,2017,Rape,"Rate (per 100,000)",0
Lebanon,2017,Robbery,Number,1
Lebanon,2017,Robbery,"Rate (per 100,000)",13.8
Lebanon,2017,Burglary,Number,13
Lebanon,2017,Burglary,"Rate (per 100,000)",178.8
Lebanon,2017,Larceny,Number,6
Lebanon,2017,Larceny,"Rate (per 100,000)",82.5
Lebanon,2017,Motor Vehicle Theft,Number,4
Lebanon,2017,Motor Vehicle Theft,"Rate (per 100,000)",55
Lebanon,2017,Arson,Number,0
Lebanon,2017,Arson,"Rate (per 100,000)",0
Ledyard,2010,Total Crime,Number,153
Ledyard,2010,Total Crime,"Rate (per 100,000)",992.7
Ledyard,2010,Total Violent Crime,Number,9
Ledyard,2010,Total Violent Crime,"Rate (per 100,000)",58.4
Ledyard,2010,Total Property Crime,Number,144
Ledyard,2010,Total Property Crime,"Rate (per 100,000)",934.3
Ledyard,2010,Aggravated Assault,Number,5
Ledyard,2010,Aggravated Assault,"Rate (per 100,000)",32.4
Ledyard,2010,Murder,Number,0
Ledyard,2010,Murder,"Rate (per 100,000)",0
Ledyard,2010,Rape,Number,0
Ledyard,2010,Rape,"Rate (per 100,000)",0
Ledyard,2010,Robbery,Number,4
Ledyard,2010,Robbery,"Rate (per 100,000)",26
Ledyard,2010,Burglary,Number,40
Ledyard,2010,Burglary,"Rate (per 100,000)",259.5
Ledyard,2010,Larceny,Number,99
Ledyard,2010,Larceny,"Rate (per 100,000)",642.3
Ledyard,2010,Motor Vehicle Theft,Number,5
Ledyard,2010,Motor Vehicle Theft,"Rate (per 100,000)",32.4
Ledyard,2010,Arson,Number,0
Ledyard,2010,Arson,"Rate (per 100,000)",0
Ledyard,2011,Total Crime,Number,133
Ledyard,2011,Total Crime,"Rate (per 100,000)",861.3
Ledyard,2011,Total Violent Crime,Number,12
Ledyard,2011,Total Violent Crime,"Rate (per 100,000)",77.7
Ledyard,2011,Total Property Crime,Number,121
Ledyard,2011,Total Property Crime,"Rate (per 100,000)",783.6
Ledyard,2011,Aggravated Assault,Number,7
Ledyard,2011,Aggravated Assault,"Rate (per 100,000)",45.3
Ledyard,2011,Murder,Number,0
Ledyard,2011,Murder,"Rate (per 100,000)",0
Ledyard,2011,Rape,Number,3
Ledyard,2011,Rape,"Rate (per 100,000)",19.4
Ledyard,2011,Robbery,Number,2
Ledyard,2011,Robbery,"Rate (per 100,000)",13
Ledyard,2011,Burglary,Number,29
Ledyard,2011,Burglary,"Rate (per 100,000)",187.8
Ledyard,2011,Larceny,Number,86
Ledyard,2011,Larceny,"Rate (per 100,000)",556.9
Ledyard,2011,Motor Vehicle Theft,Number,6
Ledyard,2011,Motor Vehicle Theft,"Rate (per 100,000)",38.9
Ledyard,2011,Arson,Number,1
Ledyard,2011,Arson,"Rate (per 100,000)",6.5
Ledyard,2012,Total Crime,Number,129
Ledyard,2012,Total Crime,"Rate (per 100,000)",833.1
Ledyard,2012,Total Violent Crime,Number,7
Ledyard,2012,Total Violent Crime,"Rate (per 100,000)",45.2
Ledyard,2012,Total Property Crime,Number,122
Ledyard,2012,Total Property Crime,"Rate (per 100,000)",787.9
Ledyard,2012,Aggravated Assault,Number,4
Ledyard,2012,Aggravated Assault,"Rate (per 100,000)",25.8
Ledyard,2012,Murder,Number,0
Ledyard,2012,Murder,"Rate (per 100,000)",0
Ledyard,2012,Rape,Number,2
Ledyard,2012,Rape,"Rate (per 100,000)",12.9
Ledyard,2012,Robbery,Number,1
Ledyard,2012,Robbery,"Rate (per 100,000)",6.5
Ledyard,2012,Burglary,Number,27
Ledyard,2012,Burglary,"Rate (per 100,000)",174.4
Ledyard,2012,Larceny,Number,81
Ledyard,2012,Larceny,"Rate (per 100,000)",523.1
Ledyard,2012,Motor Vehicle Theft,Number,14
Ledyard,2012,Motor Vehicle Theft,"Rate (per 100,000)",90.4
Ledyard,2012,Arson,Number,1
Ledyard,2012,Arson,"Rate (per 100,000)",6.5
Ledyard,2013,Total Crime,Number,159
Ledyard,2013,Total Crime,"Rate (per 100,000)",1025.6
Ledyard,2013,Total Violent Crime,Number,9
Ledyard,2013,Total Violent Crime,"Rate (per 100,000)",58.1
Ledyard,2013,Total Property Crime,Number,150
Ledyard,2013,Total Property Crime,"Rate (per 100,000)",967.6
Ledyard,2013,Aggravated Assault,Number,7
Ledyard,2013,Aggravated Assault,"Rate (per 100,000)",45.2
Ledyard,2013,Murder,Number,0
Ledyard,2013,Murder,"Rate (per 100,000)",0
Ledyard,2013,Rape,Number,1
Ledyard,2013,Rape,"Rate (per 100,000)",6.5
Ledyard,2013,Robbery,Number,1
Ledyard,2013,Robbery,"Rate (per 100,000)",6.5
Ledyard,2013,Burglary,Number,41
Ledyard,2013,Burglary,"Rate (per 100,000)",264.5
Ledyard,2013,Larceny,Number,100
Ledyard,2013,Larceny,"Rate (per 100,000)",645
Ledyard,2013,Motor Vehicle Theft,Number,9
Ledyard,2013,Motor Vehicle Theft,"Rate (per 100,000)",58.1
Ledyard,2013,Arson,Number,1
Ledyard,2013,Arson,"Rate (per 100,000)",6.5
Ledyard,2014,Total Crime,Number,152
Ledyard,2014,Total Crime,"Rate (per 100,000)",981.2
Ledyard,2014,Total Violent Crime,Number,11
Ledyard,2014,Total Violent Crime,"Rate (per 100,000)",71
Ledyard,2014,Total Property Crime,Number,141
Ledyard,2014,Total Property Crime,"Rate (per 100,000)",910.1
Ledyard,2014,Aggravated Assault,Number,4
Ledyard,2014,Aggravated Assault,"Rate (per 100,000)",25.8
Ledyard,2014,Murder,Number,0
Ledyard,2014,Murder,"Rate (per 100,000)",0
Ledyard,2014,Rape,Number,7
Ledyard,2014,Rape,"Rate (per 100,000)",45.2
Ledyard,2014,Robbery,Number,0
Ledyard,2014,Robbery,"Rate (per 100,000)",0
Ledyard,2014,Burglary,Number,26
Ledyard,2014,Burglary,"Rate (per 100,000)",167.8
Ledyard,2014,Larceny,Number,112
Ledyard,2014,Larceny,"Rate (per 100,000)",723
Ledyard,2014,Motor Vehicle Theft,Number,3
Ledyard,2014,Motor Vehicle Theft,"Rate (per 100,000)",19.4
Ledyard,2014,Arson,Number,0
Ledyard,2014,Arson,"Rate (per 100,000)",0
Ledyard,2015,Total Crime,Number,77
Ledyard,2015,Total Crime,"Rate (per 100,000)",497.6
Ledyard,2015,Total Violent Crime,Number,6
Ledyard,2015,Total Violent Crime,"Rate (per 100,000)",38.8
Ledyard,2015,Total Property Crime,Number,71
Ledyard,2015,Total Property Crime,"Rate (per 100,000)",458.8
Ledyard,2015,Aggravated Assault,Number,3
Ledyard,2015,Aggravated Assault,"Rate (per 100,000)",19.4
Ledyard,2015,Murder,Number,0
Ledyard,2015,Murder,"Rate (per 100,000)",0
Ledyard,2015,Rape,Number,0
Ledyard,2015,Rape,"Rate (per 100,000)",0
Ledyard,2015,Robbery,Number,3
Ledyard,2015,Robbery,"Rate (per 100,000)",19.4
Ledyard,2015,Burglary,Number,7
Ledyard,2015,Burglary,"Rate (per 100,000)",45.2
Ledyard,2015,Larceny,Number,60
Ledyard,2015,Larceny,"Rate (per 100,000)",387.7
Ledyard,2015,Motor Vehicle Theft,Number,4
Ledyard,2015,Motor Vehicle Theft,"Rate (per 100,000)",25.8
Ledyard,2015,Arson,Number,1
Ledyard,2015,Arson,"Rate (per 100,000)",6.5
Ledyard,2016,Total Crime,Number,92
Ledyard,2016,Total Crime,"Rate (per 100,000)",595.9
Ledyard,2016,Total Violent Crime,Number,10
Ledyard,2016,Total Violent Crime,"Rate (per 100,000)",64.8
Ledyard,2016,Total Property Crime,Number,82
Ledyard,2016,Total Property Crime,"Rate (per 100,000)",531.1
Ledyard,2016,Aggravated Assault,Number,9
Ledyard,2016,Aggravated Assault,"Rate (per 100,000)",58.3
Ledyard,2016,Murder,Number,0
Ledyard,2016,Murder,"Rate (per 100,000)",0
Ledyard,2016,Rape,Number,1
Ledyard,2016,Rape,"Rate (per 100,000)",6.5
Ledyard,2016,Robbery,Number,0
Ledyard,2016,Robbery,"Rate (per 100,000)",0
Ledyard,2016,Burglary,Number,23
Ledyard,2016,Burglary,"Rate (per 100,000)",149
Ledyard,2016,Larceny,Number,55
Ledyard,2016,Larceny,"Rate (per 100,000)",356.2
Ledyard,2016,Motor Vehicle Theft,Number,4
Ledyard,2016,Motor Vehicle Theft,"Rate (per 100,000)",25.9
Ledyard,2016,Arson,Number,1
Ledyard,2016,Arson,"Rate (per 100,000)",6.5
Ledyard,2017,Total Crime,Number,108
,,,,
Ledyard,2017,Total Violent Crime,Number,15
,,,,
Ledyard,2017,Total Property Crime,Number,93
,,,,
Ledyard,2017,Aggravated Assault,Number,10
,,,,
Ledyard,2017,Murder,Number,0
,,,,
Ledyard,2017,Rape,Number,3
,,,,
Ledyard,2017,Robbery,Number,2
,,,,
Ledyard,2017,Burglary,Number,5
,,,,
Ledyard,2017,Larceny,Number,76
,,,,
Ledyard,2017,Motor Vehicle Theft,Number,12
,,,,
Ledyard,2017,Arson,Number,2
,,,,
Lisbon,2010,Total Crime,Number,106
Lisbon,2010,Total Crime,"Rate (per 100,000)",2482.4
Lisbon,2010,Total Violent Crime,Number,5
Lisbon,2010,Total Violent Crime,"Rate (per 100,000)",117.1
Lisbon,2010,Total Property Crime,Number,101
Lisbon,2010,Total Property Crime,"Rate (per 100,000)",2365.3
Lisbon,2010,Aggravated Assault,Number,4
Lisbon,2010,Aggravated Assault,"Rate (per 100,000)",93.7
Lisbon,2010,Murder,Number,0
Lisbon,2010,Murder,"Rate (per 100,000)",0
Lisbon,2010,Rape,Number,1
Lisbon,2010,Rape,"Rate (per 100,000)",23.4
Lisbon,2010,Robbery,Number,0
Lisbon,2010,Robbery,"Rate (per 100,000)",0
Lisbon,2010,Burglary,Number,21
Lisbon,2010,Burglary,"Rate (per 100,000)",491.8
Lisbon,2010,Larceny,Number,79
Lisbon,2010,Larceny,"Rate (per 100,000)",1850.1
Lisbon,2010,Motor Vehicle Theft,Number,1
Lisbon,2010,Motor Vehicle Theft,"Rate (per 100,000)",23.4
Lisbon,2010,Arson,Number,0
Lisbon,2010,Arson,"Rate (per 100,000)",0
Lisbon,2011,Total Crime,Number,143
Lisbon,2011,Total Crime,"Rate (per 100,000)",3342.7
Lisbon,2011,Total Violent Crime,Number,3
Lisbon,2011,Total Violent Crime,"Rate (per 100,000)",70.1
Lisbon,2011,Total Property Crime,Number,140
Lisbon,2011,Total Property Crime,"Rate (per 100,000)",3272.6
Lisbon,2011,Aggravated Assault,Number,3
Lisbon,2011,Aggravated Assault,"Rate (per 100,000)",70.1
Lisbon,2011,Murder,Number,0
Lisbon,2011,Murder,"Rate (per 100,000)",0
Lisbon,2011,Rape,Number,0
Lisbon,2011,Rape,"Rate (per 100,000)",0
Lisbon,2011,Robbery,Number,0
Lisbon,2011,Robbery,"Rate (per 100,000)",0
Lisbon,2011,Burglary,Number,11
Lisbon,2011,Burglary,"Rate (per 100,000)",257.1
Lisbon,2011,Larceny,Number,122
Lisbon,2011,Larceny,"Rate (per 100,000)",2851.8
Lisbon,2011,Motor Vehicle Theft,Number,7
Lisbon,2011,Motor Vehicle Theft,"Rate (per 100,000)",163.6
Lisbon,2011,Arson,Number,0
Lisbon,2011,Arson,"Rate (per 100,000)",0
Lisbon,2012,Total Crime,Number,141
Lisbon,2012,Total Crime,"Rate (per 100,000)",3286.7
Lisbon,2012,Total Violent Crime,Number,5
Lisbon,2012,Total Violent Crime,"Rate (per 100,000)",116.6
Lisbon,2012,Total Property Crime,Number,136
Lisbon,2012,Total Property Crime,"Rate (per 100,000)",3170.2
Lisbon,2012,Aggravated Assault,Number,3
Lisbon,2012,Aggravated Assault,"Rate (per 100,000)",69.9
Lisbon,2012,Murder,Number,0
Lisbon,2012,Murder,"Rate (per 100,000)",0
Lisbon,2012,Rape,Number,0
Lisbon,2012,Rape,"Rate (per 100,000)",0
Lisbon,2012,Robbery,Number,2
Lisbon,2012,Robbery,"Rate (per 100,000)",46.6
Lisbon,2012,Burglary,Number,26
Lisbon,2012,Burglary,"Rate (per 100,000)",606.1
Lisbon,2012,Larceny,Number,108
Lisbon,2012,Larceny,"Rate (per 100,000)",2517.5
Lisbon,2012,Motor Vehicle Theft,Number,2
Lisbon,2012,Motor Vehicle Theft,"Rate (per 100,000)",46.6
Lisbon,2012,Arson,Number,1
Lisbon,2012,Arson,"Rate (per 100,000)",23.3
Lisbon,2013,Total Crime,Number,136
Lisbon,2013,Total Crime,"Rate (per 100,000)",3166.5
Lisbon,2013,Total Violent Crime,Number,6
Lisbon,2013,Total Violent Crime,"Rate (per 100,000)",139.7
Lisbon,2013,Total Property Crime,Number,130
Lisbon,2013,Total Property Crime,"Rate (per 100,000)",3026.8
Lisbon,2013,Aggravated Assault,Number,6
Lisbon,2013,Aggravated Assault,"Rate (per 100,000)",139.7
Lisbon,2013,Murder,Number,0
Lisbon,2013,Murder,"Rate (per 100,000)",0
Lisbon,2013,Rape,Number,0
Lisbon,2013,Rape,"Rate (per 100,000)",0
Lisbon,2013,Robbery,Number,0
Lisbon,2013,Robbery,"Rate (per 100,000)",0
Lisbon,2013,Burglary,Number,11
Lisbon,2013,Burglary,"Rate (per 100,000)",256.1
Lisbon,2013,Larceny,Number,114
Lisbon,2013,Larceny,"Rate (per 100,000)",2654.2
Lisbon,2013,Motor Vehicle Theft,Number,5
Lisbon,2013,Motor Vehicle Theft,"Rate (per 100,000)",116.4
Lisbon,2013,Arson,Number,0
Lisbon,2013,Arson,"Rate (per 100,000)",0
Lisbon,2014,Total Crime,Number,157
Lisbon,2014,Total Crime,"Rate (per 100,000)",3658
Lisbon,2014,Total Violent Crime,Number,6
Lisbon,2014,Total Violent Crime,"Rate (per 100,000)",139.8
Lisbon,2014,Total Property Crime,Number,151
Lisbon,2014,Total Property Crime,"Rate (per 100,000)",3518.2
Lisbon,2014,Aggravated Assault,Number,5
Lisbon,2014,Aggravated Assault,"Rate (per 100,000)",116.5
Lisbon,2014,Murder,Number,0
Lisbon,2014,Murder,"Rate (per 100,000)",0
Lisbon,2014,Rape,Number,1
Lisbon,2014,Rape,"Rate (per 100,000)",23.3
Lisbon,2014,Robbery,Number,0
Lisbon,2014,Robbery,"Rate (per 100,000)",0
Lisbon,2014,Burglary,Number,11
Lisbon,2014,Burglary,"Rate (per 100,000)",256.3
Lisbon,2014,Larceny,Number,139
Lisbon,2014,Larceny,"Rate (per 100,000)",3238.6
Lisbon,2014,Motor Vehicle Theft,Number,1
Lisbon,2014,Motor Vehicle Theft,"Rate (per 100,000)",23.3
Lisbon,2014,Arson,Number,2
Lisbon,2014,Arson,"Rate (per 100,000)",46.6
Lisbon,2015,Total Crime,Number,85
Lisbon,2015,Total Crime,"Rate (per 100,000)",1982.7
Lisbon,2015,Total Violent Crime,Number,1
Lisbon,2015,Total Violent Crime,"Rate (per 100,000)",23.3
Lisbon,2015,Total Property Crime,Number,84
Lisbon,2015,Total Property Crime,"Rate (per 100,000)",1959.4
Lisbon,2015,Aggravated Assault,Number,0
Lisbon,2015,Aggravated Assault,"Rate (per 100,000)",0
Lisbon,2015,Murder,Number,0
Lisbon,2015,Murder,"Rate (per 100,000)",0
Lisbon,2015,Rape,Number,1
Lisbon,2015,Rape,"Rate (per 100,000)",23.3
Lisbon,2015,Robbery,Number,0
Lisbon,2015,Robbery,"Rate (per 100,000)",0
Lisbon,2015,Burglary,Number,3
Lisbon,2015,Burglary,"Rate (per 100,000)",70
Lisbon,2015,Larceny,Number,80
Lisbon,2015,Larceny,"Rate (per 100,000)",1866.1
Lisbon,2015,Motor Vehicle Theft,Number,1
Lisbon,2015,Motor Vehicle Theft,"Rate (per 100,000)",23.3
Lisbon,2015,Arson,Number,0
Lisbon,2015,Arson,"Rate (per 100,000)",0
Lisbon,2016,Total Crime,Number,75
Lisbon,2016,Total Crime,"Rate (per 100,000)",1753.6
Lisbon,2016,Total Violent Crime,Number,3
Lisbon,2016,Total Violent Crime,"Rate (per 100,000)",70.1
Lisbon,2016,Total Property Crime,Number,72
Lisbon,2016,Total Property Crime,"Rate (per 100,000)",1683.4
